,Customer Age,Customer Gender,Product Purchased,Ticket Type,Ticket Subject,Ticket Channel,Customer Satisfaction Rating,Days_Since_Purchase,Satisfaction_Level
7149,56,Other,Bose SoundLink Speaker,Product inquiry,Refund request,Chat,3.0,1333,Medium
7152,42,Other,GoPro Action Camera,Product inquiry,Network problem,Phone,4.0,1766,High
7156,45,Other,LG Smart TV,Product inquiry,Battery life,Chat,4.0,1699,High
7157,60,Female,iPhone,Product inquiry,Account access,Phone,5.0,1752,High
7163,56,Female,Canon EOS,Refund request,Product recommendation,Phone,5.0,1536,High
7165,48,Other,Samsung Galaxy,Technical issue,Data loss,Email,3.0,2019,Medium
7167,24,Male,GoPro Hero,Technical issue,Display issue,Phone,3.0,1978,Medium
7171,27,Female,Fitbit Versa Smartwatch,Technical issue,Data loss,Social media,2.0,1495,Low
7173,22,Male,Nikon D,Cancellation request,Installation support,Email,2.0,1744,Low
7182,29,Female,Garmin Forerunner,Cancellation request,Data loss,Email,5.0,1751,High
7188,54,Other,Nikon D,Technical issue,Payment issue,Chat,2.0,1991,Low
7189,55,Male,Canon DSLR Camera,Technical issue,Battery life,Social media,3.0,1458,Medium
7192,70,Male,iPhone,Refund request,Installation support,Chat,1.0,1604,Low
7194,31,Male,Xbox,Billing inquiry,Peripheral compatibility,Chat,3.0,1589,Medium
7196,52,Other,Dyson Vacuum Cleaner,Technical issue,Battery life,Phone,1.0,1750,Low
7197,30,Female,GoPro Action Camera,Cancellation request,Hardware issue,Email,1.0,1711,Low
7199,61,Female,Apple AirPods,Cancellation request,Account access,Social media,3.0,1319,Medium
7201,56,Other,GoPro Hero,Billing inquiry,Product compatibility,Chat,1.0,1985,Low
7203,22,Other,Roomba Robot Vacuum,Refund request,Network problem,Email,3.0,1532,Medium
7208,32,Other,Amazon Kindle,Refund request,Data loss,Email,5.0,2044,High
7214,67,Other,Autodesk AutoCAD,Product inquiry,Battery life,Chat,4.0,1900,High
7216,51,Other,Dyson Vacuum Cleaner,Technical issue,Display issue,Social media,5.0,1354,High
7219,20,Other,Amazon Echo,Product inquiry,Hardware issue,Social media,1.0,1696,Low
7220,62,Other,Roomba Robot Vacuum,Refund request,Hardware issue,Phone,4.0,1687,High
7222,21,Male,Apple AirPods,Billing inquiry,Software bug,Chat,2.0,1449,Low
7236,61,Male,GoPro Hero,Product inquiry,Network problem,Phone,5.0,1496,High
7238,30,Other,Bose QuietComfort,Billing inquiry,Product compatibility,Social media,4.0,2041,High
7240,24,Female,Google Pixel,Cancellation request,Payment issue,Social media,5.0,1618,High
7244,57,Female,LG OLED,Product inquiry,Delivery problem,Social media,2.0,1592,Low
7248,33,Other,iPhone,Refund request,Refund request,Phone,4.0,1704,High
7263,56,Male,Lenovo ThinkPad,Product inquiry,Cancellation request,Phone,2.0,1571,Low
7265,52,Male,Bose QuietComfort,Technical issue,Delivery problem,Phone,3.0,1322,Medium
7279,41,Male,Bose QuietComfort,Refund request,Payment issue,Chat,1.0,1880,Low
7280,68,Other,Sony PlayStation,Cancellation request,Refund request,Chat,5.0,1439,High
7284,39,Female,Google Pixel,Refund request,Battery life,Chat,5.0,1644,High
7296,22,Female,Dyson Vacuum Cleaner,Refund request,Hardware issue,Chat,1.0,1763,Low
7299,27,Female,Garmin Forerunner,Refund request,Product setup,Email,4.0,1371,High
7301,70,Other,GoPro Hero,Technical issue,Hardware issue,Email,4.0,1511,High
7302,55,Other,HP Pavilion,Billing inquiry,Cancellation request,Phone,1.0,1677,Low
7309,55,Male,Dyson Vacuum Cleaner,Cancellation request,Software bug,Social media,4.0,1590,High
7314,19,Female,Samsung Galaxy,Refund request,Product compatibility,Chat,3.0,1780,Medium
7317,38,Female,Microsoft Surface,Product inquiry,Hardware issue,Phone,1.0,1977,Low
7318,39,Other,GoPro Hero,Product inquiry,Product recommendation,Phone,2.0,1792,Low
7319,69,Male,Adobe Photoshop,Refund request,Battery life,Social media,4.0,1894,High
7324,34,Male,Roomba Robot Vacuum,Technical issue,Account access,Chat,4.0,1928,High
7325,38,Other,LG Smart TV,Product inquiry,Product setup,Social media,2.0,1729,Low
7326,70,Male,Dyson Vacuum Cleaner,Cancellation request,Network problem,Email,4.0,2005,High
7327,42,Male,PlayStation,Billing inquiry,Product recommendation,Email,1.0,1506,Low
7328,57,Other,Microsoft Office,Technical issue,Account access,Email,1.0,1386,Low
7330,68,Female,Samsung Soundbar,Billing inquiry,Payment issue,Phone,2.0,1626,Low
7331,47,Male,GoPro Hero,Billing inquiry,Network problem,Social media,2.0,1960,Low
7332,37,Other,Microsoft Surface,Refund request,Account access,Email,5.0,1815,High
7333,61,Female,Dyson Vacuum Cleaner,Technical issue,Product recommendation,Chat,3.0,1511,Medium
7334,18,Female,LG Smart TV,Product inquiry,Battery life,Phone,4.0,1912,High
7339,27,Female,LG Smart TV,Cancellation request,Product recommendation,Email,3.0,1367,Medium
7340,44,Other,Amazon Kindle,Technical issue,Cancellation request,Chat,1.0,1378,Low
7341,19,Male,Canon DSLR Camera,Billing inquiry,Display issue,Phone,5.0,1647,High
7342,70,Male,Canon DSLR Camera,Refund request,Cancellation request,Email,5.0,1535,High
7349,27,Male,Microsoft Xbox Controller,Billing inquiry,Installation support,Phone,5.0,1325,High
7350,57,Other,Sony Xperia,Billing inquiry,Display issue,Social media,4.0,1651,High
7356,59,Female,Roomba Robot Vacuum,Billing inquiry,Product setup,Social media,5.0,1674,High
7358,59,Male,Microsoft Surface,Billing inquiry,Battery life,Phone,1.0,1709,Low
7359,19,Male,Nintendo Switch Pro Controller,Cancellation request,Product setup,Email,3.0,1872,Medium
7365,62,Female,iPhone,Billing inquiry,Network problem,Phone,1.0,1640,Low
7370,20,Other,Nikon D,Cancellation request,Payment issue,Social media,5.0,2018,High
7371,37,Male,Samsung Soundbar,Refund request,Installation support,Social media,5.0,1368,High
7373,38,Male,Sony PlayStation,Refund request,Product setup,Email,5.0,1576,High
7374,47,Female,Philips Hue Lights,Cancellation request,Delivery problem,Social media,1.0,1626,Low
7377,53,Male,GoPro Action Camera,Refund request,Product setup,Chat,4.0,1992,High
7386,26,Male,Roomba Robot Vacuum,Product inquiry,Refund request,Email,5.0,1884,High
7387,42,Male,Microsoft Surface,Product inquiry,Battery life,Chat,3.0,1661,Medium
7388,48,Other,Microsoft Surface,Billing inquiry,Product recommendation,Email,5.0,1706,High
7389,44,Female,Roomba Robot Vacuum,Product inquiry,Refund request,Chat,4.0,1522,High
7392,30,Female,LG Washing Machine,Product inquiry,Battery life,Email,3.0,1978,Medium
7393,29,Male,Bose SoundLink Speaker,Cancellation request,Installation support,Email,2.0,1574,Low
7398,56,Female,Apple AirPods,Refund request,Payment issue,Email,2.0,2031,Low
7401,68,Female,LG OLED,Billing inquiry,Installation support,Chat,1.0,1991,Low
7402,41,Female,Amazon Echo,Technical issue,Data loss,Email,4.0,1865,High
7404,57,Other,Microsoft Surface,Cancellation request,Payment issue,Chat,4.0,1566,High
7405,41,Male,Microsoft Surface,Cancellation request,Product setup,Email,1.0,1737,Low
7408,21,Other,Nintendo Switch,Cancellation request,Product compatibility,Phone,1.0,1695,Low
7412,25,Male,Nikon D,Refund request,Battery life,Email,2.0,1529,Low
7419,51,Other,Dell XPS,Cancellation request,Product setup,Phone,3.0,1495,Medium
7428,52,Male,Amazon Kindle,Refund request,Account access,Chat,5.0,1724,High
7430,40,Male,Google Pixel,Product inquiry,Network problem,Social media,4.0,1980,High
7431,53,Male,Philips Hue Lights,Refund request,Delivery problem,Email,1.0,1584,Low
7433,64,Male,LG OLED,Billing inquiry,Data loss,Email,1.0,1320,Low
7440,46,Female,GoPro Action Camera,Cancellation request,Payment issue,Email,1.0,1552,Low
7444,51,Female,LG Smart TV,Cancellation request,Network problem,Chat,3.0,1724,Medium
7448,26,Male,Canon EOS,Technical issue,Display issue,Chat,2.0,2001,Low
7449,53,Female,Xbox,Refund request,Hardware issue,Chat,2.0,1867,Low
7453,58,Male,Samsung Soundbar,Technical issue,Delivery problem,Social media,3.0,1509,Medium
7456,65,Male,LG Smart TV,Product inquiry,Hardware issue,Phone,4.0,1780,High
7463,24,Other,Google Pixel,Billing inquiry,Product setup,Email,4.0,1813,High
7464,45,Female,Fitbit Versa Smartwatch,Technical issue,Product recommendation,Email,1.0,1871,Low
7470,35,Male,Lenovo ThinkPad,Billing inquiry,Peripheral compatibility,Social media,3.0,1932,Medium
7473,38,Male,Sony 4K HDR TV,Product inquiry,Delivery problem,Phone,5.0,1398,High
7474,46,Male,PlayStation,Billing inquiry,Data loss,Email,2.0,1490,Low
7476,45,Male,Nintendo Switch Pro Controller,Billing inquiry,Product recommendation,Phone,4.0,1948,High
7477,20,Other,Bose QuietComfort,Product inquiry,Installation support,Phone,2.0,1584,Low
7478,26,Female,MacBook Pro,Technical issue,Cancellation request,Email,4.0,1492,High
7479,30,Other,MacBook Pro,Refund request,Display issue,Chat,5.0,1758,High
7485,28,Male,LG Washing Machine,Refund request,Refund request,Phone,3.0,1804,Medium
7487,69,Other,Nintendo Switch Pro Controller,Cancellation request,Data loss,Chat,1.0,1862,Low
7490,33,Female,Samsung Galaxy,Refund request,Product setup,Social media,1.0,1419,Low
7493,59,Male,PlayStation,Billing inquiry,Account access,Chat,5.0,1990,High
7494,68,Male,Sony PlayStation,Billing inquiry,Account access,Email,2.0,1556,Low
7495,51,Female,Canon DSLR Camera,Technical issue,Software bug,Phone,4.0,1912,High
7501,63,Male,Nintendo Switch,Cancellation request,Software bug,Chat,4.0,1374,High
7503,44,Male,Canon DSLR Camera,Product inquiry,Software bug,Chat,3.0,1399,Medium
7505,37,Male,Sony Xperia,Billing inquiry,Peripheral compatibility,Social media,2.0,1483,Low
7506,59,Male,Xbox,Technical issue,Battery life,Phone,2.0,1508,Low
7509,68,Female,Amazon Echo,Refund request,Installation support,Chat,3.0,2009,Medium
7511,40,Female,Philips Hue Lights,Cancellation request,Product recommendation,Email,2.0,1438,Low
7513,50,Other,Bose SoundLink Speaker,Technical issue,Product compatibility,Chat,5.0,1463,High
7516,60,Female,Microsoft Xbox Controller,Technical issue,Product setup,Phone,2.0,1815,Low
7518,23,Male,Lenovo ThinkPad,Technical issue,Data loss,Email,5.0,1662,High
7519,19,Other,Canon EOS,Cancellation request,Peripheral compatibility,Email,1.0,1751,Low
7520,67,Male,Asus ROG,Technical issue,Product setup,Chat,5.0,1833,High
7522,19,Male,GoPro Hero,Refund request,Peripheral compatibility,Phone,4.0,1326,High
7523,64,Female,LG Smart TV,Cancellation request,Product recommendation,Social media,2.0,1517,Low
7525,56,Other,Garmin Forerunner,Billing inquiry,Network problem,Email,2.0,1320,Low
7527,43,Other,GoPro Hero,Technical issue,Data loss,Email,5.0,1345,High
7530,42,Other,Bose QuietComfort,Technical issue,Hardware issue,Chat,1.0,1670,Low
7532,26,Other,LG Smart TV,Cancellation request,Hardware issue,Email,1.0,1841,Low
7537,38,Male,Dyson Vacuum Cleaner,Technical issue,Data loss,Social media,3.0,1342,Medium
7539,46,Female,Nest Thermostat,Cancellation request,Display issue,Phone,4.0,1979,High
7541,42,Male,Google Pixel,Product inquiry,Refund request,Email,1.0,1749,Low
7542,68,Male,HP Pavilion,Refund request,Delivery problem,Chat,1.0,1596,Low
7543,52,Other,Apple AirPods,Refund request,Product recommendation,Email,5.0,1405,High
7547,28,Female,Xbox,Cancellation request,Refund request,Social media,3.0,1545,Medium
7548,68,Male,iPhone,Technical issue,Account access,Social media,3.0,1550,Medium
7549,18,Other,Philips Hue Lights,Refund request,Peripheral compatibility,Social media,5.0,1422,High
7555,44,Female,Fitbit Versa Smartwatch,Technical issue,Hardware issue,Email,2.0,1548,Low
7557,51,Male,Autodesk AutoCAD,Refund request,Data loss,Chat,4.0,1359,High
7558,62,Other,Samsung Galaxy,Technical issue,Peripheral compatibility,Email,2.0,1894,Low
7562,45,Male,Google Nest,Product inquiry,Delivery problem,Phone,3.0,1628,Medium
7567,40,Female,Adobe Photoshop,Cancellation request,Refund request,Chat,4.0,1827,High
7568,46,Female,Nintendo Switch,Cancellation request,Refund request,Chat,5.0,1998,High
7572,54,Female,Garmin Forerunner,Cancellation request,Data loss,Email,3.0,1824,Medium
7576,64,Male,Autodesk AutoCAD,Billing inquiry,Network problem,Email,2.0,1374,Low
7580,37,Other,GoPro Action Camera,Refund request,Battery life,Chat,2.0,1415,Low
7581,68,Female,iPhone,Technical issue,Refund request,Email,2.0,1990,Low
7583,45,Other,Dell XPS,Refund request,Display issue,Chat,2.0,1611,Low
7585,34,Male,LG Washing Machine,Refund request,Hardware issue,Phone,5.0,2007,High
7588,69,Male,Google Pixel,Cancellation request,Cancellation request,Email,1.0,1598,Low
7590,40,Male,Microsoft Xbox Controller,Cancellation request,Product setup,Phone,2.0,1421,Low
7591,23,Male,Bose SoundLink Speaker,Billing inquiry,Software bug,Phone,2.0,1999,Low
7594,69,Male,Sony Xperia,Cancellation request,Cancellation request,Email,5.0,1344,High
7595,22,Female,Nest Thermostat,Billing inquiry,Product compatibility,Email,3.0,1360,Medium
7598,60,Male,Microsoft Office,Refund request,Installation support,Chat,3.0,1877,Medium
7600,20,Other,Google Pixel,Product inquiry,Product compatibility,Social media,5.0,1841,High
7601,27,Male,Sony PlayStation,Refund request,Account access,Chat,5.0,2003,High
7603,63,Male,Nikon D,Product inquiry,Display issue,Social media,2.0,1809,Low
7608,23,Male,Nikon D,Technical issue,Display issue,Social media,2.0,1648,Low
7609,38,Other,Nest Thermostat,Product inquiry,Display issue,Email,3.0,1954,Medium
7612,27,Male,Fitbit Charge,Billing inquiry,Product compatibility,Phone,3.0,1749,Medium
7614,36,Male,Xbox,Technical issue,Product compatibility,Phone,2.0,1959,Low
7617,61,Female,Philips Hue Lights,Refund request,Installation support,Social media,1.0,1578,Low
7618,25,Other,MacBook Pro,Billing inquiry,Data loss,Phone,1.0,1730,Low
7624,53,Other,MacBook Pro,Refund request,Product compatibility,Chat,2.0,1433,Low
7627,31,Female,Lenovo ThinkPad,Technical issue,Delivery problem,Email,5.0,2024,High
7629,48,Other,Canon DSLR Camera,Cancellation request,Software bug,Email,5.0,1416,High
7634,20,Other,Amazon Kindle,Cancellation request,Refund request,Social media,4.0,1746,High
7644,60,Other,Fitbit Charge,Technical issue,Product recommendation,Social media,1.0,1512,Low
7646,27,Other,Canon DSLR Camera,Billing inquiry,Hardware issue,Phone,5.0,1593,High
7647,50,Other,iPhone,Technical issue,Cancellation request,Social media,2.0,1550,Low
7648,24,Other,Autodesk AutoCAD,Refund request,Network problem,Email,1.0,1994,Low
7654,24,Other,iPhone,Technical issue,Account access,Chat,5.0,1821,High
7660,54,Other,Apple AirPods,Refund request,Peripheral compatibility,Social media,5.0,1683,High
7661,22,Male,Xbox,Cancellation request,Product recommendation,Email,4.0,1483,High
7665,35,Female,Autodesk AutoCAD,Technical issue,Battery life,Chat,5.0,1782,High
7675,23,Other,Sony Xperia,Technical issue,Product compatibility,Phone,4.0,1961,High
7676,50,Female,Amazon Echo,Product inquiry,Product setup,Social media,4.0,1954,High
7677,56,Other,Lenovo ThinkPad,Refund request,Delivery problem,Phone,1.0,1425,Low
7678,60,Female,Amazon Echo,Refund request,Network problem,Social media,3.0,1806,Medium
7682,39,Other,Sony 4K HDR TV,Refund request,Peripheral compatibility,Chat,4.0,1594,High
7685,45,Other,Roomba Robot Vacuum,Billing inquiry,Installation support,Social media,3.0,1898,Medium
7686,29,Female,Sony PlayStation,Cancellation request,Software bug,Social media,5.0,1364,High
7692,51,Other,Fitbit Charge,Refund request,Display issue,Social media,1.0,1526,Low
7696,34,Other,Dell XPS,Cancellation request,Cancellation request,Email,5.0,1661,High
7699,59,Female,Amazon Echo,Cancellation request,Account access,Chat,1.0,1370,Low
7700,65,Female,Sony 4K HDR TV,Cancellation request,Account access,Phone,4.0,1593,High
7702,57,Female,LG Smart TV,Billing inquiry,Display issue,Social media,3.0,1764,Medium
7710,38,Male,Google Nest,Refund request,Product setup,Email,5.0,1592,High
7719,33,Male,Nest Thermostat,Billing inquiry,Battery life,Email,4.0,1782,High
7724,63,Female,Nest Thermostat,Product inquiry,Product recommendation,Social media,1.0,1991,Low
7728,69,Female,Nest Thermostat,Technical issue,Display issue,Email,1.0,1599,Low
7729,55,Female,GoPro Action Camera,Refund request,Delivery problem,Chat,5.0,1451,High
7737,57,Male,Google Nest,Refund request,Product recommendation,Phone,3.0,1689,Medium
7744,32,Male,Xbox,Product inquiry,Software bug,Email,3.0,1956,Medium
7750,22,Male,MacBook Pro,Technical issue,Product setup,Email,3.0,2039,Medium
7756,44,Female,Google Pixel,Billing inquiry,Network problem,Email,3.0,1689,Medium
7764,53,Other,Amazon Kindle,Product inquiry,Network problem,Email,3.0,1999,Medium
7765,19,Other,MacBook Pro,Technical issue,Battery life,Email,4.0,1724,High
7766,52,Other,Google Pixel,Refund request,Product compatibility,Social media,4.0,1995,High
7768,50,Other,Asus ROG,Refund request,Payment issue,Phone,2.0,1478,Low
7774,55,Female,LG Washing Machine,Cancellation request,Product setup,Social media,2.0,1486,Low
7777,41,Male,Microsoft Surface,Refund request,Data loss,Chat,1.0,1621,Low
7778,58,Other,Fitbit Versa Smartwatch,Cancellation request,Account access,Email,2.0,1788,Low
7782,25,Female,GoPro Action Camera,Product inquiry,Payment issue,Social media,4.0,1471,High
7788,30,Male,Samsung Soundbar,Technical issue,Product setup,Email,5.0,1521,High
7792,45,Female,Microsoft Office,Technical issue,Hardware issue,Chat,2.0,1506,Low
7794,28,Other,Amazon Echo,Technical issue,Software bug,Email,5.0,1332,High
7798,36,Other,GoPro Action Camera,Product inquiry,Installation support,Social media,4.0,1875,High
7800,49,Other,Roomba Robot Vacuum,Billing inquiry,Product compatibility,Social media,2.0,1484,Low
7803,65,Other,HP Pavilion,Cancellation request,Refund request,Email,5.0,1880,High
7805,60,Male,Garmin Forerunner,Cancellation request,Product setup,Chat,5.0,1552,High
7812,18,Female,Adobe Photoshop,Technical issue,Product compatibility,Chat,3.0,1866,Medium
7820,49,Other,Microsoft Surface,Technical issue,Software bug,Social media,4.0,1859,High
7822,29,Other,HP Pavilion,Refund request,Account access,Social media,2.0,1393,Low
7826,26,Other,Autodesk AutoCAD,Billing inquiry,Product recommendation,Email,1.0,1872,Low
7834,27,Male,Xbox,Cancellation request,Refund request,Social media,4.0,1802,High
7837,49,Female,Nest Thermostat,Technical issue,Network problem,Social media,4.0,1394,High
7841,66,Other,Canon EOS,Technical issue,Installation support,Email,4.0,1501,High
